CFSProbComp,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Public Service Department
Completed Work Orders by Problem Type",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Page:,1
Date:,,,01/18/2019,,,,,,,,,,,,,,,,,,
,,,,,,,,01/01/2018,,,to,,12/31/2018,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
TOTALS FOR PS TYPE: PS10 Pothole,,,,,,,,,,,,,,,,,,,,,
,WO Num,,,,,                 Created,,,Completed,,,,,Organ,Ctr,WO Units,,,Weight,,
,WO-PS-18-003732,,,,,3/8/2018 9:26 AM,,,3/9/2018 12:00 AM,,,,,43174,405 ,0,,,0,,
,WO-PS-18-003758,,,,,3/8/2018 2:24 PM,,,3/8/2018 12:00 AM,,,,,43173,304 ,1.01,,,1,,
,WO-PS-18-003765,,,,,3/8/2018 4:54 PM,,,3/9/2018 12:00 AM,,,,,43172,202 ,1,,,0,,
,WO-PS-18-003782,,,,,3/9/2018 7:43 AM,,,3/8/2018 12:00 AM,,,,,43174,400 ,1,,,1,,
,WO-PS-18-003787,,,,,3/9/2018 8:11 AM,,,3/8/2018 12:00 AM,,,,,43172,200 ,1,,,1,,
,WO-PS-18-003798,,,,,3/9/2018 10:44 AM,,,3/12/2018 12:00 AM,,,,,43172,203 ,1,,,0,,
,WO-PS-18-003799,,,,,3/9/2018 10:45 AM,,,3/15/2018 12:00 AM,,,,,43172,202 ,0.1,,,0,,
,WO-PS-18-003817,,,,,3/9/2018 1:22 PM,,,3/9/2018 12:00 AM,,,,,43173,309 ,1,,,1,,
,WO-PS-18-003832,,,,,3/12/2018 6:53 AM,,,3/9/2018 12:00 AM,,,,,43172,200 ,1,,,"1,997",,
,WO-PS-18-003847,,,,,3/12/2018 7:55 AM,,,3/9/2018 12:00 AM,,,,,43174,400 ,1.07,,,1,,
,WO-PS-18-003858,,,,,3/12/2018 10:28 AM,,,3/12/2018 12:00 AM,,,,,43172,203 ,1,,,0,,
,WO-PS-18-003867,,,,,3/12/2018 12:40 PM,,,3/12/2018 12:00 AM,,,,,43173,300 ,1,,,1,,
,WO-PS-18-003884,,,,,3/12/2018 1:49 PM,,,3/12/2018 12:00 AM,,,,,43175,506 ,1.9,,,"1,890",,
,WO-PS-18-003916,,,,,3/13/2018 6:34 AM,,,3/13/2018 12:00 AM,,,,,43124,204 ,1,,,"2,000",,
,WO-PS-18-003945,,,,,3/13/2018 9:34 AM,,,3/12/2018 12:00 AM,,,,,43176,600 ,1,,,1,,
,WO-PS-18-003980,,,,,3/13/2018 1:34 PM,,,3/13/2018 12:00 AM,,,,,43173,309 ,0.99,,,1,,
,WO-PS-18-003982,,,,,3/13/2018 1:39 PM,,,3/13/2018 12:00 AM,,,,,43175,506 ,1,,,"2,005",,
,WO-PS-18-003994,,,,,3/13/2018 2:14 PM,,,3/15/2018 12:00 AM,,,,,43175,503 ,1,,,"2,002",,
,WO-PS-18-004017,,,,,3/14/2018 7:48 AM,,,3/13/2018 12:00 AM,,,,,43172,200 ,1,,,"2,142",,
,WO-PS-18-004067,,,,,3/14/2018 1:42 PM,,,3/15/2018 12:00 AM,,,,,43174,403 ,0,,,0,,
,WO-PS-18-004074,,,,,3/14/2018 2:09 PM,,,3/14/2018 12:00 AM,,,,,43173,306 ,1.05,,,1,,
,WO-PS-18-004125,,,,,3/15/2018 1:48 PM,,,3/15/2018 12:00 AM,,,,,43175,503 ,1,,,"1,991",,
,WO-PS-18-004129,,,,,3/15/2018 1:49 PM,,,3/15/2018 12:00 AM,,,,,43173,304 ,1.04,,,1,,
,WO-PS-18-004149,,,,,3/16/2018 6:46 AM,,,3/14/2018 12:00 AM,,,,,43172,200 ,1,,,"1,995",,
,WO-PS-18-004154,,,,,3/16/2018 6:52 AM,,,3/15/2018 12:00 AM,,,,,43176,600 ,2.5,,,3,,
,WO-PS-18-004183,,,,,3/16/2018 9:47 AM,,,3/16/2018 12:00 AM,,,,,43172,209 ,1,,,0,,
,WO-PS-18-004202,,,,,3/16/2018 1:31 PM,,,3/16/2018 12:00 AM,,,,,43173,308 ,1.06,,,1,,
,WO-PS-18-004204,,,,,3/16/2018 1:40 PM,,,3/16/2018 12:00 AM,,,,,43174,405 ,0,,,0,,
,WO-PS-18-004275,,,,,3/19/2018 10:31 AM,,,3/20/2018 12:00 AM,,,,,43172,101 ,1,,,0,,
,WO-PS-18-004303,,,,,3/19/2018 1:42 PM,,,3/19/2018 12:00 AM,,,,,43173,305 ,1.05,,,1,,
,WO-PS-18-004307,,,,,3/19/2018 1:47 PM,,,3/19/2018 12:00 AM,,,,,43175,504 ,1,,,"1,990",,
,WO-PS-18-004336,,,,,3/19/2018 3:57 PM,,,3/20/2018 12:00 AM,,,,,43175,503 ,0,,,0,,
,WO-PS-18-004355,,,,,3/20/2018 8:14 AM,,,3/16/2018 12:00 AM,,,,,43172,200 ,15,,,0,,
,WO-PS-18-004358,,,,,3/20/2018 8:35 AM,,,3/16/2018 12:00 AM,,,,,43176,600 ,1,,,1,,
,WO-PS-18-004359,,,,,3/20/2018 8:38 AM,,,3/19/2018 12:00 AM,,,,,43172,200 ,20,,,0,,
,WO-PS-18-004384,,,,,3/20/2018 11:30 AM,,,3/21/2018 12:00 AM,,,,,43172,205 ,1,,,0,,
,WO-PS-18-004386,,,,,3/20/2018 12:38 PM,,,3/21/2018 12:00 AM,,,,,43172,207 ,1,,,0,,
,WO-PS-18-004436,,,,,3/21/2018 8:19 AM,,,3/19/2018 12:00 AM,,,,,43176,600 ,1,,,2,,
,WO-PS-18-004448,,,,,3/21/2018 8:36 AM,,,3/20/2018 12:00 AM,,,,,43176,600 ,1,,,2,,
,WO-PS-18-004465,,,,,3/21/2018 11:44 AM,,,3/21/2018 12:00 AM,,,,,43175,503 ,1,,,"2,017",,
,WO-PS-18-004540,,,,,3/22/2018 6:35 AM,,,3/21/2018 12:00 AM,,,,,43172,200 ,1.5,,,"2,983",,
,WO-PS-18-004577,,,,,3/22/2018 11:12 AM,,,3/22/2018 12:00 AM,,,,,43175,503 ,0,,,0,,
,WO-PS-18-004605,,,,,3/23/2018 7:08 AM,,,3/22/2018 12:00 AM,,,,,43172,200 ,2,,,"4,007",,
,WO-PS-18-004613,,,,,3/23/2018 7:22 AM,,,3/22/2018 12:00 AM,,,,,43174,400 ,1.01,,,1,,
,WO-PS-18-004625,,,,,3/23/2018 8:19 AM,,,3/22/2018 12:00 AM,,,,,43176,600 ,1,,,2,,
,WO-PS-18-004629,,,,,3/23/2018 9:32 AM,,,3/26/2018 12:00 AM,,,,,43174,408 ,0,,,0,,
,WO-PS-18-004706,,,,,3/26/2018 7:56 AM,,,3/23/2018 12:00 AM,,,,,43176,600 ,1,,,2,,
,WO-PS-18-004712,,,,,3/26/2018 8:06 AM,,,3/23/2018 12:00 AM,,,,,43172,200 ,2,,,"4,059",,
,WO-PS-18-004735,,,,,3/26/2018 9:21 AM,,,3/27/2018 12:00 AM,,,,,43176,602 ,0,,,0,,
,WO-PS-18-004739,,,,,3/26/2018 10:57 AM,,,3/27/2018 12:00 AM,,,,,43174,405 ,0,,,0,,
,WO-PS-18-004750,,,,,3/26/2018 12:41 PM,,,3/28/2018 12:00 AM,,,,,43175,504 ,1,,,"1,994",,
,WO-PS-18-004762,,,,,3/26/2018 2:12 PM,,,3/27/2018 12:00 AM,,,,,43172,202 ,5,,,0,,
,WO-PS-18-004763,,,,,3/26/2018 2:19 PM,,,3/27/2018 12:00 AM,,,,,43124,501 ,0.49,,,"1,000",,
,WO-PS-18-004772,,,,,3/26/2018 4:01 PM,,,3/27/2018 12:00 AM,,,,,43174,405 ,0,,,0,,
,WO-PS-18-004824,,,,,3/27/2018 12:44 PM,,,3/28/2018 12:00 AM,,,,,43172,101 ,1,,,0,,
,WO-PS-18-004831,,,,,3/27/2018 1:32 PM,,,3/27/2018 12:00 AM,,,,,43173,305 ,1,,,1,,
,WO-PS-18-004876,,,,,3/28/2018 7:47 AM,,,3/27/2018 12:00 AM,,,,,43174,400 ,1,,,1,,
,WO-PS-18-004885,,,,,3/28/2018 8:35 AM,,,3/29/2018 12:00 AM,,,,,43124,104 ,0.05,,,5,,
,WO-PS-18-004886,,,,,3/28/2018 8:38 AM,,,3/26/2018 12:00 AM,,,,,43176,600 ,1,,,2,,
,WO-PS-18-004902,,,,,3/28/2018 9:22 AM,,,3/27/2018 12:00 AM,,,,,43176,600 ,1,,,2,,
,WO-PS-18-004910,,,,,3/28/2018 10:20 AM,,,3/29/2018 12:00 AM,,,,,43174,407 ,0,,,0,,
,WO-PS-18-004939,,,,,3/28/2018 3:22 PM,,,3/29/2018 12:00 AM,,,,,43172,201 ,3,,,0,,
,WO-PS-18-004986,,,,,3/29/2018 11:06 AM,,,4/2/2018 12:00 AM,,,,,43172,210 ,1,,,0,,
,WO-PS-18-005001,,,,,3/29/2018 2:45 PM,,,4/4/2018 12:00 AM,,,,,43175,502 ,0,,,0,,
,WO-PS-18-005065,,,,,4/2/2018 8:42 AM,,,3/29/2018 12:00 AM,,,,,43174,400 ,1.06,,,1,,
,WO-PS-18-005069,,,,,4/2/2018 8:47 AM,,,4/4/2018 12:00 AM,,,,,43175,502 ,0,,,0,,
,WO-PS-18-005074,,,,,4/2/2018 8:50 AM,,,4/3/2018 12:00 AM,,,,,43124,502 ,1,,,"2,000",,
,WO-PS-18-005087,,,,,4/2/2018 9:25 AM,,,4/3/2018 12:00 AM,,,,,43174,406 ,0,,,0,,
,WO-PS-18-005123,,,,,4/2/2018 1:39 PM,,,4/3/2018 12:00 AM,,,,,43172,210 ,1,,,0,,
,WO-PS-18-005125,,,,,4/2/2018 1:48 PM,,,4/3/2018 12:00 AM,,,,,43174,103 ,0,,,0,,
,WO-PS-18-005157,,,,,4/3/2018 7:54 AM,,,4/2/2018 12:00 AM,,,,,43174,400 ,1,,,1,,
,WO-PS-18-005283,,,,,4/4/2018 11:29 AM,,,4/5/2018 12:00 AM,,,,,43110,409 ,0,,,0,,
,WO-PS-18-005295,,,,,4/4/2018 12:45 PM,,,4/4/2018 12:00 AM,,,,,43175,503 ,0,,,0,,
,WO-PS-18-005357,,,,,4/5/2018 9:22 AM,,,4/4/2018 12:00 AM,,,,,43174,400 ,1,,,1,,
,WO-PS-18-005364,,,,,4/5/2018 12:53 PM,,,4/6/2018 12:00 AM,,,,,43176,607 ,0,,,0,,
,WO-PS-18-005388,,,,,4/5/2018 3:37 PM,,,4/6/2018 12:00 AM,,,,,43174,405 ,0,,,0,,
,WO-PS-18-005407,,,,,4/6/2018 7:45 AM,,,4/5/2018 12:00 AM,,,,,43174,400 ,1,,,1,,
,WO-PS-18-005461,,,,,4/6/2018 1:33 PM,,,4/9/2018 12:00 AM,,,,,43172,201 ,1,,,0,,
,WO-PS-18-005462,,,,,4/6/2018 1:36 PM,,,4/10/2018 12:00 AM,,,,,43175,506 ,1.5,,,2,,
,WO-PS-18-005506,,,,,4/9/2018 7:45 AM,,,4/6/2018 12:00 AM,,,,,43174,400 ,1.06,,,1,,
,WO-PS-18-005510,,,,,4/9/2018 7:53 AM,,,4/6/2018 12:00 AM,,,,,43176,607 ,1,,,1,,
,WO-PS-18-005526,,,,,4/9/2018 9:23 AM,,,4/10/2018 12:00 AM,,,,,43173,304 ,0,,,0,,
,WO-PS-18-005614,,,,,4/10/2018 8:35 AM,,,4/9/2018 12:00 AM,,,,,43174,400 ,1.07,,,1,,
,WO-PS-18-005639,,,,,4/10/2018 11:05 AM,,,4/11/2018 12:00 AM,,,,,43174,406 ,0,,,0,,
,WO-PS-18-005648,,,,,4/10/2018 1:23 PM,,,4/11/2018 12:00 AM,,,,,43174,406 ,0,,,0,,
,WO-PS-18-005650,,,,,4/10/2018 1:25 PM,,,4/11/2018 12:00 AM,,,,,43174,405 ,0,,,0,,
,WO-PS-18-005737,,,,,4/11/2018 8:46 AM,,,4/10/2018 12:00 AM,,,,,43176,600 ,1,,,2,,
,WO-PS-18-005743,,,,,4/11/2018 9:09 AM,,,4/10/2018 12:00 AM,,,,,43174,400 ,1,,,1,,
,WO-PS-18-005777,,,,,4/11/2018 3:01 PM,,,4/12/2018 12:00 AM,,,,,43172,202 ,1,,,0,,
,WO-PS-18-005803,,,,,4/12/2018 7:52 AM,,,4/11/2018 12:00 AM,,,,,43174,400 ,1,,,1,,
,WO-PS-18-005849,,,,,4/12/2018 12:58 PM,,,4/13/2018 12:00 AM,,,,,43110,403 ,0,,,0,,
,WO-PS-18-005850,,,,,4/12/2018 1:00 PM,,,4/25/2018 12:00 AM,,,,,43124,310 ,1,,,"2,000",,
,WO-PS-18-005851,,,,,4/12/2018 1:20 PM,,,4/13/2018 12:00 AM,,,,,43174,409 ,0,,,0,,
,WO-PS-18-005865,,,,,4/12/2018 2:18 PM,,,4/16/2018 12:00 AM,,,,,43124,309 ,3.13,,,"6,000",,
,WO-PS-18-005901,,,,,4/13/2018 7:41 AM,,,4/12/2018 12:00 AM,,,,,43174,400 ,1,,,1,,
,WO-PS-18-005908,,,,,4/13/2018 8:17 AM,,,4/12/2018 12:00 AM,,,,,43176,608 ,1,,,2,,
,WO-PS-18-005943,,,,,4/13/2018 12:13 PM,,,4/16/2018 12:00 AM,,,,,43172,210 ,1,,,0,,
,WO-PS-18-005960,,,,,4/13/2018 1:40 PM,,,4/17/2018 12:00 AM,,,,,43175,510 ,0,,,0,,
,WO-PS-18-005961,,,,,4/13/2018 1:41 PM,,,4/17/2018 12:00 AM,,,,,43175,510 ,0,,,0,,
,WO-PS-18-005976,,,,,4/13/2018 4:08 PM,,,4/17/2018 12:00 AM,,,,,43173,104 ,0,,,0,,
,WO-PS-18-006002,,,,,4/16/2018 7:53 AM,,,4/13/2018 12:00 AM,,,,,43174,400 ,1,,,1,,
,WO-PS-18-006013,,,,,4/16/2018 8:38 AM,,,4/17/2018 12:00 AM,,,,,43174,405 ,0,,,0,,
,WO-PS-18-006033,,,,,4/16/2018 10:40 AM,,,4/25/2018 12:00 AM,,,,,43124,508 ,0.25,,,500,,
,WO-PS-18-006074,,,,,4/17/2018 6:29 AM,,,4/17/2018 12:00 AM,,,,,43175,508 ,0,,,0,,
,WO-PS-18-006132,,,,,4/17/2018 10:58 AM,,,5/1/2018 12:00 AM,,,,,43124,608 ,1,,,"2,000",,
,WO-PS-18-006187,,,,,4/18/2018 7:52 AM,,,4/17/2018 12:00 AM,,,,,43174,400 ,1,,,1,,
,WO-PS-18-006195,,,,,4/18/2018 8:22 AM,,,4/16/2018 12:00 AM,,,,,43176,600 ,1,,,2,,
,WO-PS-18-006201,,,,,4/18/2018 8:40 AM,,,4/17/2018 12:00 AM,,,,,43176,601 ,1,,,1,,
,WO-PS-18-006214,,,,,4/18/2018 10:31 AM,,,4/19/2018 12:00 AM,,,,,43174,401 ,0,,,0,,
,WO-PS-18-006256,,,,,4/19/2018 7:28 AM,,,4/19/2018 12:00 AM,,,,,43172,208 ,3,,,0,,
,WO-PS-18-006273,,,,,4/19/2018 8:11 AM,,,4/20/2018 12:00 AM,,,,,43175,510 ,0,,,0,,
,WO-PS-18-006283,,,,,4/19/2018 8:31 AM,,,4/18/2018 12:00 AM,,,,,43174,400 ,1,,,1,,
,WO-PS-18-006300,,,,,4/19/2018 10:04 AM,,,4/19/2018 12:00 AM,,,,,43172,101 ,2,,,0,,
,WO-PS-18-006341,,,,,4/20/2018 7:15 AM,,,4/19/2018 12:00 AM,,,,,43176,600 ,1,,,2,,
,WO-PS-18-006363,,,,,4/20/2018 7:57 AM,,,4/19/2018 12:00 AM,,,,,43174,400 ,1.05,,,1,,
,WO-PS-18-006380,,,,,4/20/2018 10:16 AM,,,4/20/2018 12:00 AM,,,,,43172,206 ,1,,,0,,
,WO-PS-18-006439,,,,,4/23/2018 7:31 AM,,,4/20/2018 12:00 AM,,,,,43174,400 ,1.01,,,1,,
,WO-PS-18-006474,,,,,4/23/2018 12:02 PM,,,4/25/2018 12:00 AM,,,,,43124,509 ,0.5,,,"1,000",,
,WO-PS-18-006561,,,,,4/24/2018 9:17 AM,,,4/25/2018 12:00 AM,,,,,43173,303 ,1,,,0,,
,WO-PS-18-006564,,,,,4/24/2018 9:27 AM,,,4/24/2018 12:00 AM,,,,,43175,509 ,0,,,0,,
,WO-PS-18-006612,,,,,4/24/2018 4:05 PM,,,4/26/2018 12:00 AM,,,,,43172,101 ,7,,,0,,
,WO-PS-18-006644,,,,,4/25/2018 9:31 AM,,,4/26/2018 12:00 AM,,,,,43175,105 ,0,,,0,,
,WO-PS-18-006695,,,,,4/25/2018 4:37 PM,,,4/26/2018 12:00 AM,,,,,43174,402 ,0,,,0,,
,WO-PS-18-006719,,,,,4/26/2018 7:45 AM,,,4/25/2018 12:00 AM,,,,,43174,400 ,1,,,1,,
,WO-PS-18-006733,,,,,4/26/2018 9:35 AM,,,4/27/2018 12:00 AM,,,,,43174,402 ,0,,,0,,
,WO-PS-18-006751,,,,,4/26/2018 12:23 PM,,,4/26/2018 12:00 AM,,,,,43175,506 ,1,,,"2,000",,
,WO-PS-18-006756,,,,,4/26/2018 12:49 PM,,,4/27/2018 12:00 AM,,,,,43172,210 ,0,,,0,,
,WO-PS-18-006770,,,,,4/26/2018 2:44 PM,,,4/27/2018 12:00 AM,,,,,43172,206 ,1,,,0,,
,WO-PS-18-006825,,,,,4/27/2018 9:18 AM,,,4/25/2018 12:00 AM,,,,,43176,600 ,1,,,2,,
,WO-PS-18-006870,,,,,4/27/2018 3:47 PM,,,4/30/2018 12:00 AM,,,,,43176,502 ,0,,,0,,
,WO-PS-18-006933,,,,,4/30/2018 7:51 AM,,,4/27/2018 12:00 AM,,,,,43174,400 ,1,,,1,,
,WO-PS-18-006960,,,,,4/30/2018 10:24 AM,,,5/1/2018 12:00 AM,,,,,43110,407 ,0,,,0,,
,WO-PS-18-006984,,,,,4/30/2018 1:05 PM,,,5/7/2018 12:00 AM,,,,,43124,209 ,0.5,,,"1,000",,
,WO-PS-18-007036,,,,,4/30/2018 3:44 PM,,,5/2/2018 12:00 AM,,,,,43176,102 ,0,,,0,,
,WO-PS-18-007041,,,,,4/30/2018 4:03 PM,,,5/10/2018 12:00 AM,,,,,43124,509 ,0.5,,,"1,000",,
,WO-PS-18-007089,,,,,5/1/2018 7:41 AM,,,4/30/2018 12:00 AM,,,,,43174,400 ,1,,,1,,
,WO-PS-18-007108,,,,,5/1/2018 8:23 AM,,,5/2/2018 12:00 AM,,,,,43172,210 ,2,,,0,,
,WO-PS-18-007253,,,,,5/2/2018 8:40 AM,,,5/1/2018 12:00 AM,,,,,43174,400 ,1.06,,,1,,
,WO-PS-18-007269,,,,,5/2/2018 9:16 AM,,,5/3/2018 12:00 AM,,,,,43124,610 ,1,,,"2,000",,
,WO-PS-18-007400,,,,,5/3/2018 7:49 AM,,,5/2/2018 12:00 AM,,,,,43174,400 ,1,,,1,,
,WO-PS-18-007451,,,,,5/3/2018 1:00 PM,,,5/8/2018 12:00 AM,,,,,43124,506 ,0.5,,,"1,000",,
,WO-PS-18-007486,,,,,5/3/2018 2:37 PM,,,5/7/2018 12:00 AM,,,,,43172,207 ,1,,,0,,
,WO-PS-18-007553,,,,,5/4/2018 7:51 AM,,,5/3/2018 12:00 AM,,,,,43174,400 ,1,,,1,,
,WO-PS-18-007599,,,,,5/4/2018 9:07 AM,,,5/8/2018 12:00 AM,,,,,43124,101 ,0.5,,,"1,000",,
,WO-PS-18-007662,,,,,5/4/2018 3:10 PM,,,5/8/2018 12:00 AM,,,,,43124,204 ,0.5,,,"1,000",,
,WO-PS-18-007692,,,,,5/7/2018 8:07 AM,,,5/4/2018 12:00 AM,,,,,43174,400 ,1,,,1,,
,WO-PS-18-007748,,,,,5/7/2018 1:42 PM,,,5/9/2018 12:00 AM,,,,,43175,602 ,0,,,0,,
,WO-PS-18-007797,,,,,5/7/2018 4:09 PM,,,5/22/2018 12:00 AM,,,,,43124,502 ,0,,,0,,
,WO-PS-18-007849,,,,,5/8/2018 10:22 AM,,,5/9/2018 12:00 AM,,,,,43172,204 ,5,,,0,,
,WO-PS-18-007902,,,,,5/8/2018 2:32 PM,,,5/8/2018 12:00 AM,,,,,43173,303 ,1,,,1,,
,WO-PS-18-007903,,,,,5/8/2018 2:34 PM,,,5/9/2018 12:00 AM,,,,,43175,505 ,0,,,0,,
,WO-PS-18-007954,,,,,5/9/2018 7:53 AM,,,5/8/2018 12:00 AM,,,,,43174,400 ,1,,,1,,
,WO-PS-18-008106,,,,,5/10/2018 8:42 AM,,,5/11/2018 12:00 AM,,,,,43174,409 ,0,,,0,,
,WO-PS-18-008115,,,,,5/10/2018 8:54 AM,,,5/9/2018 12:00 AM,,,,,43174,400 ,1,,,1,,
,WO-PS-18-008240,,,,,5/11/2018 12:43 PM,,,5/15/2018 12:00 AM,,,,,43172,101 ,1,,,0,,
,WO-PS-18-008408,,,,,5/14/2018 3:05 PM,,,5/14/2018 12:00 AM,,,,,43173,300 ,0.99,,,1,,
,WO-PS-18-008563,,,,,5/15/2018 4:03 PM,,,5/16/2018 12:00 AM,,,,,43171,101 ,0,,,0,,
,WO-PS-18-008641,,,,,5/16/2018 10:14 AM,,,5/17/2018 12:00 AM,,,,,43172,N/A,1,,,0,,
,WO-PS-18-008660,,,,,5/16/2018 11:04 AM,,,5/17/2018 12:00 AM,,,,,43172,101 ,1,,,0,,
,WO-PS-18-008694,,,,,5/16/2018 4:28 PM,,,5/17/2018 12:00 AM,,,,,43172,206 ,1,,,0,,
,WO-PS-18-008772,,,,,5/17/2018 10:31 AM,,,5/21/2018 12:00 AM,,,,,43124,510 ,0.25,,,500,,
,WO-PS-18-008988,,,,,5/21/2018 6:27 AM,,,5/21/2018 12:00 AM,,,,,43124,102 ,0.5,,,"1,000",,
,WO-PS-18-009031,,,,,5/21/2018 9:06 AM,,,5/18/2018 12:00 AM,,,,,43176,603 ,1,,,3,,
,WO-PS-18-009122,,,,,5/21/2018 4:32 PM,,,5/22/2018 12:00 AM,,,,,43172,208 ,1,,,0,,
,WO-PS-18-009151,,,,,5/22/2018 7:36 AM,,,5/21/2018 12:00 AM,,,,,43176,603 ,1,,,3,,
,WO-PS-18-009234,,,,,5/22/2018 2:15 PM,,,5/24/2018 12:00 AM,,,,,43124,605 ,3,,,"6,000",,
,WO-PS-18-009245,,,,,5/22/2018 2:35 PM,,,5/22/2018 12:00 AM,,,,,43173,304 ,1,,,1,,
,WO-PS-18-009357,,,,,5/23/2018 2:28 PM,,,5/23/2018 12:00 AM,,,,,43173,300 ,1.01,,,1,,
,WO-PS-18-009475,,,,,5/24/2018 2:02 PM,,,5/24/2018 12:00 AM,,,,,43173,306 ,1.06,,,1,,
,WO-PS-18-009657,,,,,5/29/2018 10:55 AM,,,5/29/2018 12:00 AM,,,,,43110,503 ,0,,,0,,
,WO-PS-18-009710,,,,,5/29/2018 1:34 PM,,,5/29/2018 12:00 AM,,,,,43173,303 ,1.01,,,1,,
,WO-PS-18-009758,,,,,5/30/2018 7:00 AM,,,5/31/2018 12:00 AM,,,,,43172,210 ,1,,,0,,
,WO-PS-18-009831,,,,,5/30/2018 1:49 PM,,,5/30/2018 12:00 AM,,,,,43173,306 ,1,,,1,,
,WO-PS-18-009846,,,,,5/30/2018 2:35 PM,,,5/31/2018 12:00 AM,,,,,43172,205 ,2,,,0,,
,WO-PS-18-009895,,,,,5/31/2018 8:42 AM,,,6/1/2018 12:00 AM,,,,,43172,208 ,1,,,0,,
,WO-PS-18-009947,,,,,5/31/2018 1:50 PM,,,5/31/2018 12:00 AM,,,,,43173,305 ,1,,,1,,
,WO-PS-18-009984,,,,,6/1/2018 7:53 AM,,,6/18/2018 12:00 AM,,,,,43124,610 ,0,,,0,,
,WO-PS-18-010046,,,,,6/1/2018 12:06 PM,,,6/5/2018 12:00 AM,,,,,43172,205 ,1,,,0,,
,WO-PS-18-010329,,,,,6/5/2018 4:40 PM,,,6/6/2018 12:00 AM,,,,,43175,506 ,0,,,0,,
,WO-PS-18-010361,,,,,6/6/2018 7:59 AM,,,6/7/2018 12:00 AM,,,,,43172,101 ,1,,,0,,
,WO-PS-18-010394,,,,,6/6/2018 1:14 PM,,,6/5/2018 12:00 AM,,,,,43124,304 ,0.5,,,"1,000",,
,WO-PS-18-010396,,,,,6/6/2018 1:17 PM,,,6/7/2018 12:00 AM,,,,,43172,210 ,2,,,0,,
,WO-PS-18-010410,,,,,6/6/2018 2:40 PM,,,6/6/2018 12:00 AM,,,,,43173,308 ,1,,,1,,
,WO-PS-18-010425,,,,,6/6/2018 4:39 PM,,,6/7/2018 12:00 AM,,,,,43175,507 ,0,,,0,,
,WO-PS-18-010519,,,,,6/7/2018 1:51 PM,,,6/8/2018 12:00 AM,,,,,43110,403 ,0,,,0,,
,WO-PS-18-010620,,,,,6/8/2018 1:42 PM,,,6/11/2018 12:00 AM,,,,,43172,202 ,1,,,0,,
,WO-PS-18-010738,,,,,6/11/2018 1:53 PM,,,6/11/2018 12:00 AM,,,,,43173,303 ,1,,,1,,
,WO-PS-18-010796,,,,,6/12/2018 9:29 AM,,,6/12/2018 12:00 AM,,,,,43172,204 ,6,,,0,,
,WO-PS-18-010851,,,,,6/12/2018 3:12 PM,,,6/14/2018 12:00 AM,,,,,43175,505 ,0,,,0,,
,WO-PS-18-010927,,,,,6/13/2018 11:47 AM,,,6/14/2018 12:00 AM,,,,,43175,N/A,0,,,0,,
,WO-PS-18-010928,,,,,6/13/2018 11:50 AM,,,6/13/2018 12:00 AM,,,,,43175,506 ,0,,,0,,
,WO-PS-18-010948,,,,,6/13/2018 1:43 PM,,,6/15/2018 12:00 AM,,,,,43174,407 ,0,,,0,,
,WO-PS-18-011080,,,,,6/14/2018 3:02 PM,,,6/14/2018 12:00 AM,,,,,43173,302 ,1,,,1,,
,WO-PS-18-011206,,,,,6/18/2018 8:36 AM,,,6/20/2018 12:00 AM,,,,,43174,103 ,0,,,0,,
,WO-PS-18-011209,,,,,6/18/2018 8:41 AM,,,8/27/2018 12:00 AM,,,,,43124,505 ,0.25,,,500,,
,WO-PS-18-011210,,,,,6/18/2018 8:44 AM,,,6/22/2018 12:00 AM,,,,,43124,607 ,0.5,,,"1,000",,
,WO-PS-18-011321,,,,,6/18/2018 2:22 PM,,,6/18/2018 12:00 AM,,,,,43173,302 ,1,,,1,,
,WO-PS-18-011345,,,,,6/19/2018 6:45 AM,,,6/21/2018 12:00 AM,,,,,43124,200 ,5.49,,,"11,000",,
,WO-PS-18-011544,,,,,6/20/2018 12:58 PM,,,6/22/2018 12:00 AM,,,,,43124,607 ,0.25,,,500,,
,WO-PS-18-011563,,,,,6/20/2018 2:28 PM,,,6/20/2018 12:00 AM,,,,,43173,303 ,1,,,1,,
,WO-PS-18-011574,,,,,6/20/2018 3:42 PM,,,6/21/2018 12:00 AM,,,,,43172,206 ,1,,,0,,
,WO-PS-18-011685,,,,,6/21/2018 2:13 PM,,,6/21/2018 12:00 AM,,,,,43173,305 ,1,,,1,,
,WO-PS-18-011697,,,,,6/21/2018 3:04 PM,,,6/22/2018 12:00 AM,,,,,43124,604 ,0.25,,,500,,
,WO-PS-18-011803,,,,,6/22/2018 3:55 PM,,,6/29/2018 12:00 AM,,,,,43124,102 ,1,,,"2,000",,
,WO-PS-18-012137,,,,,6/27/2018 8:44 AM,,,6/27/2018 12:00 AM,,,,,43175,500 ,40,,,"1,885",,
,WO-PS-18-012256,,,,,6/28/2018 9:01 AM,,,6/28/2018 12:00 AM,,,,,43175,503 ,0,,,0,,
